Nitrogen Level,Phosphorous Level,Potassium Level,Temperature (°C),pH Level,Crop Selected,Yield Rate,Crop Rotation Plan,Irrigation Plan
117.1196982,17.09527428,22.03137214,27.63986175,8.203798232,rapeseed_and_mustard,3.907905103,,Alternate furrow irrigation
109.0533786,50.46636585,85.24458029,36.68335927,8.147877252,wheat,1.680511895,Wheat-Pulse Rotation,Alternate furrow irrigation
48.65543892,70.57497202,63.57362234,38.22560463,5.616320562,sorghum,4.114217491,Sorghum-Chickpea Rotation,Drip irrigation
103.4937046,54.40963194,17.26904501,36.65841203,5.813706451,safflower,4.024495745,Safflower-Pulse Rotation,Alternate furrow irrigation
74.94341259,16.03745154,68.27674612,23.70952972,6.617917217,wheat,5.77706437,Wheat-Pulse Rotation,Alternate furrow irrigation
100.0448726,45.8757484,24.69205701,25.02446484,5.993285229,maize,3.097934491,Maize-Legume Rotation,Alternate furrow irrigation
91.44904176,12.35826408,27.99877097,19.68307324,5.917460016,sunflower,5.58449922,Sunflower-Legume Rotation,Flood irrigation
131.1899712,61.47308496,26.98654271,18.99204763,6.978112932,cotton,4.205698663,Cotton-Legume Rotation,Alternate furrow irrigation
75.3188281,75.03713779,56.67121737,18.8786781,8.069287137,safflower,4.513043825,Safflower-Pulse Rotation,Subsurface drip irrigation
97.84166048,75.98941616,60.16088625,31.37156053,7.206555794,linseed,2.443472055,Linseed-Wheat Rotation,Alternate furrow irrigation
50.35657847,60.53781027,22.76325519,29.89147948,6.095095494,soyabean,2.475136552,Soybean-Wheat Rotation,Rainfed with supplementary irrigation
35.12109047,55.69366586,85.25996041,24.46240513,6.43862743,sesamum,3.858327449,,Subsurface drip irrigation
56.45535885,65.73164492,70.73349639,33.95126241,6.009778281,oilseeds,2.122717216,Oilseeds-Pulses Rotation,Drip irrigation
90.10437343,32.1632939,47.4338928,23.59645242,7.918336745,kharif_sorghum,1.588425828,Kharif Sorghum-Pulse Rotation,Rainfed with supplementary irrigation
69.21730083,76.04472484,13.48345535,38.11703065,7.513531141,sesamum,3.605753256,,Rainfed with supplementary irrigation
105.7550696,76.22596444,73.03766169,18.48313393,7.157064986,cotton,1.927934608,Cotton-Legume Rotation,Micro-irrigation
141.2629107,58.08248934,57.21639883,29.03459738,5.588803807,safflower,2.130324033,Safflower-Pulse Rotation,Subsurface drip irrigation
38.1021736,47.48033918,11.86136904,19.59052091,8.440339475,linseed,4.355979972,Linseed-Wheat Rotation,Subsurface drip irrigation
129.5900782,76.65204481,63.13680542,35.42786087,6.31173192,finger_millet,2.243600003,Finger Millet-Legume Rotation,Sprinkler irrigation
122.3066526,20.66618559,35.17572752,38.51182339,5.907454658,safflower,5.435782533,Safflower-Pulse Rotation,Rainfed with supplementary irrigation
23.33252655,30.24079062,35.56066414,27.11737711,6.165125846,finger_millet,2.814580386,Finger Millet-Legume Rotation,Sprinkler irrigation
114.5481108,50.41567374,32.72754304,33.66009994,6.13463544,kharif_sorghum,3.15390207,Kharif Sorghum-Pulse Rotation,Micro-irrigation
63.48380179,19.79518346,79.60131823,26.06826637,6.352497284,minor_pulses,1.482566792,Pulses-Oilseeds Rotation,Rainfed with supplementary irrigation
122.3999936,60.53625604,15.56171606,34.5105362,6.075999279,groundnut,3.82599009,Groundnut-Maize Rotation,Micro-irrigation
49.44248066,31.36278923,93.27264133,32.22396501,7.6957091,minor_pulses,2.696885242,Pulses-Oilseeds Rotation,Drip irrigation
61.01536554,55.92093982,41.22886293,18.7685003,8.381356849,sesamum,3.914742638,,Flood irrigation
120.9719647,42.21451775,80.23240903,21.86465436,6.684239781,maize,5.131737571,Maize-Legume Rotation,Micro-irrigation
122.4059056,48.23301857,36.18062021,25.71235677,7.438364892,pigeonpea,3.819566646,Pigeonpea-Cereal Rotation,Sprinkler irrigation
86.49166051,12.46455891,94.21652351,26.16020012,7.926858977,castor,2.873986386,Castor-Millet Rotation,Flood irrigation
144.3277465,77.42191437,53.3948207,38.32936064,6.61489038,kharif_sorghum,1.424382419,Kharif Sorghum-Pulse Rotation,Rainfed with supplementary irrigation
85.69997222,52.44425312,99.80477247,33.77092493,7.837308643,pearl_millet,3.61647311,Pearl Millet-Pulse Rotation,Rainfed with supplementary irrigation
63.61238767,51.08342001,15.42264849,37.2019701,6.295868098,linseed,1.466289626,Linseed-Wheat Rotation,Subsurface drip irrigation
137.5172713,41.35188749,32.94289844,15.98562233,6.837297043,sorghum,4.538014942,Sorghum-Chickpea Rotation,Sprinkler irrigation
139.530186,22.79242329,97.69430303,30.5915462,7.197261931,soyabean,1.307592705,Soybean-Wheat Rotation,Flood irrigation
91.73742494,15.04198605,53.83982135,32.32433865,5.734796557,sorghum,3.681924191,Sorghum-Chickpea Rotation,Alternate furrow irrigation
44.7131612,12.59757554,42.6149084,27.2806104,8.490097009,minor_pulses,2.386848999,Pulses-Oilseeds Rotation,Micro-irrigation
134.7985587,62.82485908,85.05318838,36.13323588,6.999434405,sunflower,5.033507199,Sunflower-Legume Rotation,Subsurface drip irrigation
114.0166168,16.12105894,51.88745225,31.31850816,6.808091756,kharif_sorghum,2.463107806,Kharif Sorghum-Pulse Rotation,Drip irrigation
130.2894082,63.83742531,35.48237936,20.03664116,8.282004594,maize,2.917579492,Maize-Legume Rotation,Sprinkler irrigation
134.23381,62.25650324,74.33595793,37.78618348,7.616744975,safflower,5.073786167,Safflower-Pulse Rotation,Subsurface drip irrigation
33.94655465,77.52616772,88.11024732,23.01764999,5.674714473,castor,2.533700821,Castor-Millet Rotation,Drip irrigation
141.711993,59.41570178,78.1011206,29.54038239,6.803851867,groundnut,3.571700717,Groundnut-Maize Rotation,Rainfed with supplementary irrigation
115.2453485,43.50781477,38.28104646,16.54157459,5.781240331,minor_pulses,3.135890725,Pulses-Oilseeds Rotation,Sprinkler irrigation
91.04722867,44.6378893,92.36654735,34.21598271,7.579866711,minor_pulses,3.889246452,Pulses-Oilseeds Rotation,Alternate furrow irrigation
49.93235996,35.10665528,24.42788744,19.91895763,8.34921108,rapeseed_and_mustard,1.792605864,,Sprinkler irrigation
72.12040465,54.8268275,96.1620562,37.27902567,6.598184384,finger_millet,5.118436772,Finger Millet-Legume Rotation,Sprinkler irrigation
143.7290157,59.50600801,43.39410953,21.97204098,6.095132947,maize,5.986979474,Maize-Legume Rotation,Drip irrigation
137.5467071,59.91515763,67.76272485,26.0047993,7.152756534,rapeseed_and_mustard,4.004757922,,Flood irrigation
136.2006715,29.62351072,38.43845522,34.47474374,8.130349096,soyabean,4.430458357,Soybean-Wheat Rotation,Flood irrigation
46.20682542,66.36739333,77.15765206,15.96743188,6.400995443,soyabean,2.815385985,Soybean-Wheat Rotation,Subsurface drip irrigation
32.82783236,46.837935,23.97328298,32.76966298,8.078246248,pearl_millet,2.384534089,Pearl Millet-Pulse Rotation,Sprinkler irrigation
43.58149078,75.44826165,70.52945876,25.84459999,6.620427472,pearl_millet,4.072863332,Pearl Millet-Pulse Rotation,Alternate furrow irrigation
48.73371433,76.51839224,75.38457812,24.04361811,6.698994025,sorghum,2.987765073,Sorghum-Chickpea Rotation,Subsurface drip irrigation
118.7580262,15.1577169,72.8578807,20.22500446,6.187450992,safflower,4.658666769,Safflower-Pulse Rotation,Drip irrigation
141.9540272,26.64306631,33.67018673,34.77331795,7.153316137,sorghum,3.115998366,Sorghum-Chickpea Rotation,Alternate furrow irrigation
75.10226409,21.16434931,79.78995467,18.90756431,7.152751802,sesamum,5.868605734,,Micro-irrigation
87.72450518,70.31087969,85.25025309,23.6146186,6.604949295,sugarcane,3.235131574,Sugarcane-Pulse Rotation,Rainfed with supplementary irrigation
140.605135,57.35317935,41.66591119,27.4019528,7.677893713,kharif_sorghum,4.285391503,Kharif Sorghum-Pulse Rotation,Drip irrigation
142.5280854,34.56782045,99.11430774,32.77896823,5.96436542,pearl_millet,4.035309466,Pearl Millet-Pulse Rotation,Flood irrigation
26.49058693,59.78412332,85.18287757,30.30789383,8.251182076,chickpea,4.732480017,Chickpea-Cereal Rotation,Sprinkler irrigation
116.533844,49.38919286,83.73306339,35.71172226,5.6458804,rabi_sorghum,1.285900644,Rabi Sorghum-Wheat Rotation,Flood irrigation
101.2614601,40.77353924,26.22358833,28.47815821,6.68033047,rapeseed_and_mustard,1.467376373,,Subsurface drip irrigation
115.8369184,14.96299827,24.64910908,28.41828381,8.198220872,cotton,2.837555887,Cotton-Legume Rotation,Micro-irrigation
94.62161397,29.07858075,53.84996948,17.33658062,6.910543266,kharif_sorghum,3.668134297,Kharif Sorghum-Pulse Rotation,Alternate furrow irrigation
124.2637171,41.71795123,67.35236454,20.43058401,5.555398212,barley,4.61355747,Barley-Pulse Rotation,Sprinkler irrigation
131.7384311,36.84427486,25.62978004,36.52877711,5.647107788,groundnut,1.12525341,Groundnut-Maize Rotation,Sprinkler irrigation
140.6802796,47.57842917,61.70299447,25.35654117,8.463087996,chickpea,3.037139858,Chickpea-Cereal Rotation,Micro-irrigation
110.8838416,50.00297804,37.3631618,29.3371675,8.102165923,groundnut,3.925565343,Groundnut-Maize Rotation,Alternate furrow irrigation
140.6802259,32.19197032,12.44834763,36.66608876,7.119215911,cotton,3.806072959,Cotton-Legume Rotation,Sprinkler irrigation
123.8416247,79.74676633,22.5417224,37.57699299,7.472401281,barley,4.732568563,Barley-Pulse Rotation,Drip irrigation
117.4174787,26.31884769,40.0447116,36.23059546,5.719182567,pearl_millet,5.609007548,Pearl Millet-Pulse Rotation,Micro-irrigation
32.62970164,11.95505737,95.57765901,34.60360892,6.76265179,sesamum,2.024010907,,Micro-irrigation
56.73934996,70.8963483,36.22733343,37.80316858,7.342421431,kharif_sorghum,1.750729631,Kharif Sorghum-Pulse Rotation,Sprinkler irrigation
37.38129844,17.10294828,40.63407922,37.90692703,8.469827288,sunflower,3.023594532,Sunflower-Legume Rotation,Micro-irrigation
46.08704352,78.45635165,18.76180155,21.99487492,6.876732258,groundnut,5.770478588,Groundnut-Maize Rotation,Flood irrigation
42.87410741,32.22559866,98.01011078,22.71590883,7.594497826,sorghum,4.157095014,Sorghum-Chickpea Rotation,Flood irrigation
21.39861651,36.35697564,28.13567739,37.51380257,7.689295792,pearl_millet,4.196773887,Pearl Millet-Pulse Rotation,Flood irrigation
115.3054912,40.05631606,51.82118088,32.67295416,5.685712271,oilseeds,5.66659274,Oilseeds-Pulses Rotation,Flood irrigation
103.7338391,62.88810562,39.39010627,23.31203785,6.727841182,groundnut,4.68235186,Groundnut-Maize Rotation,Flood irrigation
93.14350262,42.8251581,46.17440273,21.64467422,8.356859932,maize,2.383944664,Maize-Legume Rotation,Subsurface drip irrigation
140.6136939,38.6696054,57.59907494,39.83810994,6.941280573,soyabean,1.919188173,Soybean-Wheat Rotation,Sprinkler irrigation
136.1092031,61.3690512,78.02254696,18.33220795,5.920986944,linseed,3.733170679,Linseed-Wheat Rotation,Micro-irrigation
45.12259988,51.1118557,92.74026895,38.24359648,7.847474165,rapeseed_and_mustard,1.605642929,,Drip irrigation
75.96757058,45.31961517,29.72537394,23.53403763,6.936519402,safflower,1.658378013,Safflower-Pulse Rotation,Flood irrigation
124.3865266,58.48392159,44.25150987,27.75984886,7.490406903,pearl_millet,3.739484818,Pearl Millet-Pulse Rotation,Micro-irrigation
129.3012272,69.1029193,54.8948841,31.37572051,5.723088227,sugarcane,4.398486409,Sugarcane-Pulse Rotation,Micro-irrigation
107.4024365,78.59292054,17.45193855,24.33120863,8.053103561,oilseeds,1.155897786,Oilseeds-Pulses Rotation,Subsurface drip irrigation
80.30003176,35.83487163,76.74299997,22.97844678,6.231445139,pearl_millet,5.333553177,Pearl Millet-Pulse Rotation,Rainfed with supplementary irrigation
20.82615044,55.69916664,75.70701937,21.83492692,8.296614249,safflower,3.29108021,Safflower-Pulse Rotation,Micro-irrigation
88.32168075,68.15679678,30.55696091,18.9829565,5.819517906,soyabean,4.911957841,Soybean-Wheat Rotation,Sprinkler irrigation
39.94287505,18.04046842,84.09175571,15.8984103,5.807127974,barley,3.53978885,Barley-Pulse Rotation,Flood irrigation
133.2196655,10.22186407,94.04110345,37.65775424,6.719844666,rice,3.740262845,Rice-Wheat Cycle,Micro-irrigation
143.8461462,58.12537897,63.91045406,28.93487622,6.094371784,wheat,1.749252023,Wheat-Pulse Rotation,Sprinkler irrigation
75.00859089,69.34714789,86.41628912,27.68086179,6.999718945,finger_millet,1.096449371,Finger Millet-Legume Rotation,Rainfed with supplementary irrigation
137.8259331,26.06512386,34.47718008,38.77011432,6.074147861,soyabean,5.186535793,Soybean-Wheat Rotation,Drip irrigation
137.5215316,59.13325187,24.5691283,25.66356553,7.826428802,wheat,2.471354533,Wheat-Pulse Rotation,Sprinkler irrigation
119.8364042,31.39998624,83.82610142,35.68264056,7.325496814,oilseeds,2.843836467,Oilseeds-Pulses Rotation,Flood irrigation
98.29739999,58.42956133,53.13968356,38.62156803,5.501287674,oilseeds,2.465387017,Oilseeds-Pulses Rotation,Rainfed with supplementary irrigation
37.75820581,53.91639611,42.92141212,29.76603825,7.94384914,pigeonpea,5.880247803,Pigeonpea-Cereal Rotation,Subsurface drip irrigation
75.21671298,60.14996321,55.18663239,25.04005877,6.883023493,minor_pulses,4.2802296,Pulses-Oilseeds Rotation,Alternate furrow irrigation
94.71622193,61.23193191,73.11688662,31.74657155,5.762168934,cotton,5.841032357,Cotton-Legume Rotation,Flood irrigation
31.86937347,21.67461606,38.50091425,26.11126026,5.641146244,kharif_sorghum,1.41139399,Kharif Sorghum-Pulse Rotation,Alternate furrow irrigation
100.9235447,35.96311748,71.38206615,18.22314699,7.111239373,sugarcane,4.432803958,Sugarcane-Pulse Rotation,Flood irrigation
145.1372311,66.29223437,38.59128687,23.98164617,7.370041504,pearl_millet,2.783293694,Pearl Millet-Pulse Rotation,Sprinkler irrigation
137.422554,27.17262394,89.90512905,32.64797746,8.214752844,rabi_sorghum,3.744221983,Rabi Sorghum-Wheat Rotation,Drip irrigation
49.66448658,29.16393376,24.96666327,34.08138567,8.415064949,pearl_millet,2.921244107,Pearl Millet-Pulse Rotation,Sprinkler irrigation
119.7306929,11.51425865,67.7812216,36.53227998,6.705886414,rice,1.721277438,Rice-Wheat Cycle,Sprinkler irrigation
101.1989305,68.52282144,77.80573686,26.0293161,8.358809911,wheat,4.395028788,Wheat-Pulse Rotation,Sprinkler irrigation
115.645617,39.2531485,88.58946069,22.69136727,7.111364686,kharif_sorghum,1.26474615,Kharif Sorghum-Pulse Rotation,Flood irrigation
123.0804607,68.84709134,69.15156745,30.147338,6.139553133,chickpea,4.052583903,Chickpea-Cereal Rotation,Micro-irrigation
93.32951403,75.22819135,14.75728667,18.21596235,6.478043031,rabi_sorghum,5.367047465,Rabi Sorghum-Wheat Rotation,Flood irrigation
100.2529118,69.53288134,66.64420894,39.98476501,8.467939292,chickpea,2.982858906,Chickpea-Cereal Rotation,Flood irrigation
99.05332839,60.31291314,45.78084596,35.28651458,7.700035085,wheat,3.268561831,Wheat-Pulse Rotation,Alternate furrow irrigation
106.4728518,65.55213604,12.76739414,25.8188386,6.649846937,rice,3.92655297,Rice-Wheat Cycle,Sprinkler irrigation
78.49846387,31.66468047,50.6240507,30.38793792,7.39321851,sorghum,1.578931497,Sorghum-Chickpea Rotation,Micro-irrigation
108.8603676,72.28927122,66.90453656,28.87609162,5.758675638,castor,5.684456619,Castor-Millet Rotation,Flood irrigation
49.56316988,79.4295667,38.71656831,28.72152497,7.764826549,sugarcane,2.682719173,Sugarcane-Pulse Rotation,Sprinkler irrigation
119.1872263,27.83100721,22.66809325,21.35985702,7.256140039,chickpea,4.4208678,Chickpea-Cereal Rotation,Flood irrigation
128.3737607,71.07460908,54.85125537,19.30359111,8.245277662,sorghum,4.711286847,Sorghum-Chickpea Rotation,Sprinkler irrigation
75.46836783,18.13990198,30.91230929,27.66696832,6.467878342,sorghum,3.321012111,Sorghum-Chickpea Rotation,Subsurface drip irrigation
129.0174632,51.03087484,22.35464752,29.83100274,7.127269601,maize,3.668504051,Maize-Legume Rotation,Drip irrigation
91.58816685,62.67477064,21.19617862,39.38615029,6.680654001,castor,2.150413833,Castor-Millet Rotation,Rainfed with supplementary irrigation
79.02442746,31.48923553,13.26771494,22.12181287,6.550031822,sunflower,2.213377687,Sunflower-Legume Rotation,Subsurface drip irrigation
91.4310904,14.13521868,56.08323144,39.75570281,5.58145705,oilseeds,1.241886077,Oilseeds-Pulses Rotation,Drip irrigation
143.6394966,21.57711983,52.26182931,34.11994418,7.753023547,chickpea,5.42528563,Chickpea-Cereal Rotation,Sprinkler irrigation
123.768718,31.64007118,96.96799446,15.8861226,5.707147628,finger_millet,2.586821637,Finger Millet-Legume Rotation,Sprinkler irrigation
96.87666305,11.07438953,95.52695647,19.70251592,6.716635942,castor,2.493508875,Castor-Millet Rotation,Alternate furrow irrigation
53.18418378,23.66508206,19.74497965,25.07107685,5.621248328,pearl_millet,2.917978605,Pearl Millet-Pulse Rotation,Flood irrigation
22.68170882,58.49329718,95.73832648,34.68686374,6.073578303,linseed,4.509405115,Linseed-Wheat Rotation,Sprinkler irrigation
135.5127214,17.95657438,62.6063315,25.47909988,5.780074259,wheat,2.430940219,Wheat-Pulse Rotation,Subsurface drip irrigation
102.1247544,74.55539253,87.38144525,36.83773264,7.669452794,kharif_sorghum,2.541161268,Kharif Sorghum-Pulse Rotation,Drip irrigation
98.08373101,28.79544051,36.42143928,36.38587666,5.577944884,finger_millet,1.575694441,Finger Millet-Legume Rotation,Drip irrigation
48.49130357,18.65066596,45.55231911,15.91861953,5.707201091,rapeseed_and_mustard,4.48615973,,Flood irrigation
24.65822063,37.30137228,21.25907474,19.6968279,7.294058182,minor_pulses,4.996018812,Pulses-Oilseeds Rotation,Subsurface drip irrigation
22.6255358,70.15156134,45.55574545,35.76113466,5.632258083,soyabean,1.567857443,Soybean-Wheat Rotation,Flood irrigation
136.1819135,39.9241494,26.90251649,34.88307096,7.872039236,rapeseed_and_mustard,3.982838772,,Rainfed with supplementary irrigation
114.6285481,62.22714932,58.7559853,32.93950887,8.09195963,maize,1.063603966,Maize-Legume Rotation,Rainfed with supplementary irrigation
98.42011289,25.77239643,40.16065076,25.00074161,7.737819694,rapeseed_and_mustard,1.426611429,,Micro-irrigation
88.45063808,50.76488158,20.70849136,29.20246474,7.750664407,sugarcane,3.864512092,Sugarcane-Pulse Rotation,Flood irrigation
42.97408982,27.87089072,29.27340309,37.15071369,8.027305117,rice,1.386743073,Rice-Wheat Cycle,Alternate furrow irrigation
108.4579407,75.14996896,76.58223318,26.21973651,6.921015568,groundnut,4.834968725,Groundnut-Maize Rotation,Rainfed with supplementary irrigation
42.32605109,50.77949502,72.71034382,32.28204578,7.199676438,finger_millet,4.119369305,Finger Millet-Legume Rotation,Subsurface drip irrigation
82.87770872,62.4320015,73.89913106,25.91763338,7.809575153,kharif_sorghum,4.941235452,Kharif Sorghum-Pulse Rotation,Flood irrigation
97.90746093,22.57749983,37.72604028,20.94705646,7.177642659,maize,1.723925502,Maize-Legume Rotation,Drip irrigation
133.122576,67.27127435,85.27044633,33.95858141,5.508933196,pigeonpea,2.143946186,Pigeonpea-Cereal Rotation,Micro-irrigation
73.95560484,41.89347333,72.47894176,26.20406374,5.975150559,finger_millet,5.6610727,Finger Millet-Legume Rotation,Flood irrigation
84.0734608,67.04963585,67.67035648,24.45133037,7.069106203,oilseeds,2.417196021,Oilseeds-Pulses Rotation,Subsurface drip irrigation
134.3253254,43.92891625,42.03666472,33.99531819,6.126554809,chickpea,1.815680053,Chickpea-Cereal Rotation,Sprinkler irrigation
38.69773554,39.03123419,58.07758925,25.73813486,5.585628125,sesamum,2.359246059,,Alternate furrow irrigation
75.03143645,71.46471489,27.88057818,26.76212026,6.80419153,oilseeds,1.191201463,Oilseeds-Pulses Rotation,Drip irrigation
71.85923669,57.30499565,78.92582065,34.68831785,7.974422424,barley,3.203016687,Barley-Pulse Rotation,Alternate furrow irrigation
125.6747997,60.06247283,49.88936947,29.55874865,7.408527871,chickpea,1.936153501,Chickpea-Cereal Rotation,Drip irrigation
79.34646062,44.34482228,16.58024789,27.48147377,7.037323669,sorghum,2.635005898,Sorghum-Chickpea Rotation,Rainfed with supplementary irrigation
107.8234049,47.48666185,30.03379304,20.7774989,7.063489015,chickpea,1.036345357,Chickpea-Cereal Rotation,Micro-irrigation
118.3517414,57.26073014,82.2736427,29.12563122,7.115463818,pigeonpea,2.796265513,Pigeonpea-Cereal Rotation,Flood irrigation
96.03085761,69.19532776,33.26034819,19.81872174,6.940282738,barley,1.317648818,Barley-Pulse Rotation,Rainfed with supplementary irrigation
88.19006401,62.95399007,90.99821777,33.6006667,6.534926348,rapeseed_and_mustard,2.336094848,,Drip irrigation
90.05371195,65.65462854,16.64234007,27.65315459,7.117619207,wheat,5.329942128,Wheat-Pulse Rotation,Alternate furrow irrigation
123.5104818,73.77671161,37.14287444,30.37386088,6.223151732,rice,5.257598838,Rice-Wheat Cycle,Subsurface drip irrigation
51.70157479,24.34603587,21.74073761,39.46130915,7.385559239,kharif_sorghum,5.807649425,Kharif Sorghum-Pulse Rotation,Sprinkler irrigation
56.56828143,16.14727138,98.27117756,18.87924112,8.146731553,sunflower,3.696238838,Sunflower-Legume Rotation,Sprinkler irrigation
123.7062107,32.48810608,33.17672576,39.35936231,8.331074292,sunflower,3.630245126,Sunflower-Legume Rotation,Sprinkler irrigation
141.2807186,42.8159978,32.36268682,19.39596062,8.01766681,pearl_millet,1.620961085,Pearl Millet-Pulse Rotation,Micro-irrigation
64.29685402,63.40865213,16.45911177,19.57727104,8.446443336,sorghum,4.596019966,Sorghum-Chickpea Rotation,Sprinkler irrigation
131.9513948,24.7389867,20.43105847,16.72157549,8.186964007,castor,5.464682982,Castor-Millet Rotation,Rainfed with supplementary irrigation
111.4401095,31.01066591,97.74140574,25.4925422,7.811343309,maize,1.008065605,Maize-Legume Rotation,Sprinkler irrigation
144.8358531,68.22994854,74.07411986,32.85202816,7.258890512,rapeseed_and_mustard,5.428436451,,Rainfed with supplementary irrigation
129.4436833,19.95445361,33.91207306,21.57380809,6.993486631,sunflower,1.547545092,Sunflower-Legume Rotation,Flood irrigation
78.95292593,64.70213116,88.03998761,27.92638188,7.377834849,oilseeds,4.166027004,Oilseeds-Pulses Rotation,Micro-irrigation
43.59857376,66.1231297,40.95027053,23.48021645,6.867286627,linseed,3.090029343,Linseed-Wheat Rotation,Rainfed with supplementary irrigation
110.8891291,34.29340043,33.19801868,18.19790553,8.189012093,soyabean,1.833834396,Soybean-Wheat Rotation,Drip irrigation
37.00624634,46.79995608,56.2917364,17.51078028,8.145259422,rabi_sorghum,1.431509521,Rabi Sorghum-Wheat Rotation,Drip irrigation
74.2852856,68.96796567,71.80867411,16.98267613,6.386425294,kharif_sorghum,3.465793298,Kharif Sorghum-Pulse Rotation,Micro-irrigation
79.35148639,36.99223167,29.48706696,23.72152877,7.014685987,sugarcane,5.91097587,Sugarcane-Pulse Rotation,Subsurface drip irrigation
97.71617837,55.62229186,33.77535348,36.82820371,8.359384188,soyabean,4.319667752,Soybean-Wheat Rotation,Sprinkler irrigation
84.95235888,46.80792228,74.15204203,38.16749506,6.224797397,wheat,5.630423035,Wheat-Pulse Rotation,Micro-irrigation
115.3754452,13.24012356,65.35128571,21.42758626,8.062862582,safflower,2.532899922,Safflower-Pulse Rotation,Drip irrigation
87.20543335,11.87195122,29.17057785,39.39517374,6.2150606,sunflower,5.206333004,Sunflower-Legume Rotation,Alternate furrow irrigation
134.1185185,63.19289326,60.72745587,31.20920869,7.472076401,wheat,4.321855872,Wheat-Pulse Rotation,Drip irrigation
39.33033353,28.55212521,67.24670749,24.23062337,6.23055612,groundnut,2.623213242,Groundnut-Maize Rotation,Alternate furrow irrigation
121.946652,37.39452391,16.77165111,34.89133987,7.666895626,linseed,5.651753847,Linseed-Wheat Rotation,Micro-irrigation
134.8099098,38.11004676,88.78907217,22.81085718,5.854969909,sugarcane,5.260045692,Sugarcane-Pulse Rotation,Subsurface drip irrigation
27.8083061,64.80918159,54.36960988,27.02235268,6.74852959,castor,1.522581205,Castor-Millet Rotation,Alternate furrow irrigation
55.03717257,10.27792861,35.0184948,39.38246995,6.42543142,pigeonpea,5.983393638,Pigeonpea-Cereal Rotation,Subsurface drip irrigation
119.9858234,70.04512232,25.81623085,25.1169501,6.469511775,sunflower,4.385914418,Sunflower-Legume Rotation,Rainfed with supplementary irrigation
85.44357296,25.67961724,67.40983954,22.39538182,8.013796291,linseed,4.096205506,Linseed-Wheat Rotation,Drip irrigation
